bin,A,A_err,B,B_err,C,C_err,chi2,ndf,redchi2,nanA,empty
(Q2_y_Bin_3)-(z_pT_Bin_7),23386.858700470733,172.35542749021988,-0.013957108371012938,0.010548823195445603,0.013127444634612514,0.009588254823657267,29.474514606957793,21.0,1.4035483146170378,False,False
(Q2_y_Bin_3)-(z_pT_Bin_8),26597.042350998287,166.05470512498687,-0.04433285431065464,0.009414845578307632,0.018133230185717327,0.012019136287701078,32.06411666420283,21.0,1.5268626982953728,False,False
(Q2_y_Bin_3)-(z_pT_Bin_9),27215.987531981616,176.49306768215683,-0.0841412929488761,0.01073411728017349,0.0005000056880863205,0.0005705404244465169,24.28419403548279,20.0,1.2142097017741396,False,False
(Q2_y_Bin_3)-(z_pT_Bin_10),29355.012782533027,185.23407794874038,-0.10159881241626878,0.010351592022094215,0.008099997090708784,0.00371654261484994,38.721619867483405,19.0,2.0379799930254423,False,False
(Q2_y_Bin_3)-(z_pT_Bin_11),23439.90748399323,149.11674147411395,-0.18486285654598092,0.010373845631898623,-0.0011998077694707137,0.0005848785335365481,37.119497622505015,19.0,1.953657769605527,False,False
(Q2_y_Bin_3)-(z_pT_Bin_12),24269.34399532379,137.85555150168875,-0.2807789717228959,0.008916917299458982,0.0397945210112418,0.00813782588699397,52.23746529007574,21.0,2.487498347146464,False,False
(Q2_y_Bin_3)-(z_pT_Bin_13),24338.91498188313,163.70720103987333,-3.0806866805327644e-14,3.8747712528126915e-14,0.0037577174072580973,0.002712789023766364,39.23263358737003,21.0,1.8682206470176206,False,False
(Q2_y_Bin_3)-(z_pT_Bin_14),27706.205145404972,161.91586633937914,-0.03136747756698518,0.012407486621347445,-0.004850006327605206,0.009566093865850563,39.04910775602847,20.0,1.9524553878014235,False,False
(Q2_y_Bin_3)-(z_pT_Bin_15),28498.540743313977,192.3126126568386,-0.053879962216234846,0.010812766821845485,-0.009350004925503422,0.004220322823406091,35.57500044718679,19.0,1.8723684445887783,False,False
(Q2_y_Bin_3)-(z_pT_Bin_16),28503.64101562242,171.51964558768668,-0.11665372393198004,0.009316477059784667,-0.02093692034847593,0.008068147989680597,32.95553307920189,20.0,1.6477766539600947,False,False
(Q2_y_Bin_3)-(z_pT_Bin_17),22159.529315351494,134.73459008149985,-0.14329053011905787,0.009116807212997152,-0.01806701738748143,0.010515980113991633,27.339127595700226,21.0,1.3018632188428678,False,False
(Q2_y_Bin_3)-(z_pT_Bin_18),20491.74410560339,126.70452180648317,-0.23885063526957587,0.008976928053830047,0.018454048876844337,0.008024770128967374,19.38299683334166,21.0,0.9229998492067457,False,False
(Q2_y_Bin_3)-(z_pT_Bin_19),22469.969366068784,149.17575605189268,-0.00794999986533102,0.003997392645930364,-0.0002069725654527168,0.00013799894723469947,35.89348896698248,21.0,1.709213760332499,False,False
(Q2_y_Bin_3)-(z_pT_Bin_20),26008.12240796835,184.18505622795965,-0.025244445028529208,0.016097001608257302,-0.011000000035914649,0.01697319042085202,42.618012218867676,19.0,2.243053274677246,False,False
(Q2_y_Bin_3)-(z_pT_Bin_21),26609.91268653107,167.8023591900892,-0.043928733159352966,0.009393536995806195,-0.05129999437263261,0.024268447626990056,32.350642057341034,19.0,1.7026653714390019,False,False
(Q2_y_Bin_3)-(z_pT_Bin_22),26500.924950653523,147.88330745592611,-0.09639400108513084,0.008412710728973413,-0.04544999971356669,0.0020687439340471847,25.610790275410352,21.0,1.2195614416862073,False,False
(Q2_y_Bin_3)-(z_pT_Bin_23),19258.93031581887,125.93499083459938,-0.16857708878239924,0.009734423635797865,-0.0013500147814230477,0.001509398322300906,42.46235613012892,21.0,2.0220169585775674,False,False
(Q2_y_Bin_3)-(z_pT_Bin_24),16519.260205608578,174.8408927512928,-0.22228728850001683,0.015134474640758774,0.07247329853164755,0.012200408145238727,41.082565315372186,21.0,1.9563126340653423,False,False
(Q2_y_Bin_3)-(z_pT_Bin_25),41768.28620372061,274.9464901865431,-0.020419838607570344,0.010857686890644433,-0.007333235718996276,0.0038785095579811366,36.05774518828737,21.0,1.7170354851565415,False,False
(Q2_y_Bin_3)-(z_pT_Bin_26),50231.81888305005,283.9390804646864,-0.009300006380303441,0.013608380981395924,-0.015560626846173682,0.020720473922766845,34.15275057847013,19.0,1.7975131883405333,False,False
(Q2_y_Bin_3)-(z_pT_Bin_27),48925.59775893228,252.79629686037515,-0.026242752841015054,0.007377014469776419,-0.04679300636197965,0.008194445571624593,28.06217817668651,21.0,1.3362941988898338,False,False
(Q2_y_Bin_3)-(z_pT_Bin_28),45459.32725616352,223.3714760678704,-0.07888141933934088,0.007187882586042103,-0.04144103412657811,0.01735592929255807,34.05889996284754,21.0,1.6218523791832162,False,False
(Q2_y_Bin_3)-(z_pT_Bin_29),31363.33558194033,226.80684849889622,-0.17505050853146872,0.010547362258939,0.016049999723745836,0.0009166173421604213,97.06370857567042,21.0,4.62208136074621,False,False
(Q2_y_Bin_4)-(z_pT_Bin_7),10324.258110931438,144.12696771504216,-0.037340891772374464,0.01565637261543895,0.0039500043562907304,0.007899364737152413,21.64873287314528,21.0,1.0308920415783467,False,False
(Q2_y_Bin_4)-(z_pT_Bin_8),9255.754724230874,109.2296792971947,-0.05300756973004517,0.016478610090018126,0.026849999201478958,0.011781946960018223,36.93565553908661,21.0,1.7588407399565054,False,False
(Q2_y_Bin_4)-(z_pT_Bin_9),8957.703994326279,100.82541687912362,-0.1253659999403859,0.01704102809089697,0.019949939093617818,0.011335036932842171,22.931648870363876,21.0,1.091983279541137,False,False
